Price,Date,Close,High,Low,Open,Volume
Ticker,,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
0,2000-01-03,15.532904624938965,15.532904624938965,14.93364504627994,15.045209857375353,25152894
1,2000-01-04,16.517854690551758,16.70273196692875,15.226899517590297,15.532904040854117,47648560
2,2000-01-05,15.838907241821289,16.874859717150134,15.618967256379918,15.873969951277372,36396207
3,2000-01-06,16.63898277282715,17.085239479919977,16.065225990477376,16.065225990477376,70573968
4,2000-01-07,17.423114776611328,17.843869803139036,16.256472793312046,16.670855008735515,83453217
5,2000-01-10,17.180858612060547,18.47819013294586,16.906731106460374,17.850243416777257,58497022
6,2000-01-11,15.807032585144043,17.021485636160858,15.807032585144041,17.008736146016233,25729224
7,2000-01-12,15.60302734375,16.033346105954568,15.083458294616092,15.555213861563189,29729836
8,2000-01-13,15.587090492248535,16.29472517571194,15.497838910992863,15.682716173870832,34199308
9,2000-01-14,15.249210357666016,15.618966172721121,15.17908494361922,15.618966172721121,15967246
10,2000-01-17,15.038829803466797,16.001468260423547,14.809327440120027,15.58071199451385,46484261
11,2000-01-18,15.073896408081055,15.363963097871599,14.901768624430524,15.102585016392073,28686319
12,2000-01-19,15.55202579498291,15.778341124973108,15.300210200574304,15.357586117700286,26623142
13,2000-01-20,15.153585433959961,15.606216175195842,15.061146797756535,15.491464320343825,12278096
14,2000-01-21,15.13764762878418,15.284275142298885,15.013333333953499,15.220523825337967,12491796
15,2000-01-24,14.554325103759766,15.322522691912017,14.47782430768151,15.086644915152819,19667143
16,2000-01-25,14.33438777923584,14.528826210566084,14.190947310487868,14.407700250109633,23597920
17,2000-01-26,14.33438777923584,14.33438777923584,14.33438777923584,14.33438777923584,0
18,2000-01-27,14.672268867492676,15.013336157651972,14.535205056734048,14.598955096946515,21205095
19,2000-01-28,15.842095375061035,15.848472053792502,14.834832728260402,14.834832728260402,52762279
20,2000-01-31,15.599841117858887,16.368038768459744,15.459589002611496,15.682716020460344,51181391
21,2000-02-01,15.714592933654785,15.982346407476793,15.475528068450016,15.618967245320585,23279485
22,2000-02-02,15.778343200683594,16.492353275806668,15.682716229980713,16.383976815586475,24676879
23,2000-02-03,16.49873161315918,16.887612377112344,15.848472735640657,15.937723044425697,77717350
24,2000-02-04,16.313852310180664,16.878047904858796,16.22460200532184,16.575231700986347,33982238
25,2000-02-07,15.77196979522705,16.4923553500823,15.52971657654493,16.4923553500823,21819083
26,2000-02-08,15.446839332580566,15.842094150504883,15.351212356295608,15.746468462958454,25418399
27,2000-02-09,15.644469261169434,16.19272704912006,15.501030068286884,16.19272704912006,14956246
28,2000-02-10,15.861218452453613,15.998282222512792,15.44046212604384,15.44046212604384,19541274
29,2000-02-11,15.944096565246582,16.428602971443507,15.720968241968423,16.001472493446023,31623752
30,2000-02-14,16.995983123779297,17.22229975354395,16.02378340121927,16.06522149401216,67707767
31,2000-02-15,16.18634796142578,17.34023920864565,15.746466753494026,17.333863819837738,50319322
32,2000-02-16,15.93772029876709,16.383976920768507,15.778343301977573,16.383976920768507,21683665
33,2000-02-17,15.93772029876709,16.179973488535772,15.746467644871977,15.81021895908317,18448442
34,2000-02-18,15.370342254638672,16.116226922464154,15.236465486343358,16.04928982705534,16000844
35,2000-02-21,15.567963600158691,15.867593986763174,15.300211446333915,15.4914628006747,21332035
36,2000-02-22,15.115331649780273,15.708214407535257,14.91770363428252,15.618964126574829,17503185
37,2000-02-23,14.920892715454102,15.810217540720384,14.790203048540947,15.612589515386023,13530713
38,2000-02-24,15.513775825500488,15.746466559851477,14.9336425146208,15.04520730680294,16693494
39,2000-02-25,15.363966941833496,15.714596697605764,15.246028006185952,15.427718275151673,11083761
40,2000-02-28,15.647650718688965,15.85484116267641,15.128081728277682,15.3639594850919,15615542
41,2000-02-29,14.583017349243164,16.702734873032632,14.398140040699426,15.867598644876509,41242798
42,2000-03-01,15.05795669555664,15.395836831117137,14.343946669789261,14.853954567473599,21711444
43,2000-03-02,14.407702445983887,15.389466213604267,14.21644974724305,15.236464570107103,24391861
44,2000-03-03,13.272934913635254,14.528827513637898,13.256998371083608,14.216448855572546,18472003
45,2000-03-06,13.521567344665527,14.280202842805226,12.950996228828206,13.687319789993067,25168241
46,2000-03-07,13.228309631347656,13.610815001139363,12.90955558610079,13.52156469326299,21692038
47,2000-03-08,12.205107688903809,13.323936462396906,12.170044976309526,13.323936462396906,18162937
48,2000-03-09,11.405033111572266,12.367671819276508,11.229718277295214,12.20829481436451,24882047
49,2000-03-10,10.863150596618652,11.532535552473806,10.71971077911562,11.532535552473806,13936660
50,2000-03-13,10.477458000183105,11.41140806374276,10.391393467162397,11.044840579871694,19333552
51,2000-03-14,11.315781593322754,11.315781593322754,10.27026732646079,10.742024243295155,22508766
52,2000-03-15,11.88953685760498,12.176416433298447,11.15640202567691,11.322154383024637,25065667
53,2000-03-16,12.731053352355957,12.842616878685478,11.634537815479575,11.851290766839917,38476977
54,2000-03-17,12.731053352355957,12.731053352355957,12.731053352355957,12.731053352355957,0
55,2000-03-20,12.731053352355957,12.731053352355957,12.731053352355957,12.731053352355957,0
56,2000-03-21,13.572564125061035,13.744691913982136,12.641801048932853,12.998804828657368,33726705
57,2000-03-22,13.521567344665527,13.86582172948638,13.186874113914815,13.687319789993067,24591984
58,2000-03-23,12.775676727294922,13.499249244267395,12.574861634603746,13.387684444724437,19461605
59,2000-03-24,12.574861526489258,12.845802031287212,12.389982975155286,12.68642503633457,12179137
60,2000-03-27,12.310296058654785,12.877678667800303,12.055292074085976,12.622674683231494,16185037
61,2000-03-28,12.772490501403809,12.998804587824578,11.908665811070636,12.208294944342029,27226033
62,2000-03-29,12.593986511230469,13.158182031786612,12.43142246472863,13.062556349504083,29238368
63,2000-03-30,12.782052993774414,13.037057004347545,11.816227124072055,12.686427295271162,27146045
64,2000-03-31,13.05299186706543,13.37493417999687,12.252918592876103,12.622673099816465,50096815
65,2000-04-03,13.598066329956055,14.002884945512207,13.068933397279768,13.068933397279768,41589839
66,2000-04-04,12.51749038696289,13.483316453881365,12.511114995430543,13.422753456171401,31096557
67,2000-04-05,12.507925987243652,12.941433257205546,11.95329401707007,12.558927828039481,22840682
68,2000-04-06,12.99880599975586,13.158184312414916,12.386798176352073,12.622676017105587,35520794
69,2000-04-07,13.904069900512695,13.993320207345711,13.005182420884266,13.005182420884266,78976442
70,2000-04-10,14.108071327209473,14.758330156053658,13.409999008048885,13.97738163584007,132074920
71,2000-04-11,14.073010444641113,14.273825583570794,13.333499928887186,13.897695579445102,53573665
72,2000-04-12,13.894502639770508,14.43957322675857,13.763812974690623,14.025192304850394,41323432
73,2000-04-13,13.059370040893555,13.738317516735101,12.954180614164416,13.738317516735101,45053080
74,2000-04-14,13.059370040893555,13.059370040893555,13.059370040893555,13.059370040893555,0
75,2000-04-17,12.733447074890137,13.052912761566732,12.171962956524371,13.052912761566732,41305044
76,2000-04-18,12.97223949432373,13.165856333297443,12.778623960010533,12.836708750770544,22656277
77,2000-04-19,13.085184097290039,13.485323521291097,12.66568350911495,13.294934391377584,24311164
78,2000-04-20,13.130364418029785,13.227172876504426,12.59146765223853,12.894798734668074,21593577
79,2000-04-21,13.130364418029785,13.130364418029785,13.130364418029785,13.130364418029785,0
80,2000-04-24,12.985149383544922,13.256210903593546,12.84961862352061,13.101318979183096,16132510
81,2000-04-25,12.952879905700684,13.036780024249921,12.494656984184491,12.843164466417885,25740395
82,2000-04-26,13.882235527038574,13.969362072441882,13.133588607764338,13.359473645297356,69333539
